FECHA,HORA,LVI,TLA,XAL,MER,PED,CES,NET,TLI,VIF,TAH,SUR,EAC,HAN,PLA,SAG,TAX,IZT
16/03/08,4,93,51,83,53,26,53,-9999,-9999,-9999,57,44,41,-9999,32,-9999,46,80
16/03/08,5,48,38,81,47,21,62,-9999,-9999,-9999,42,45,37,-9999,29,-9999,47,72
16/03/08,6,55,46,79,63,24,63,-9999,-9999,-9999,40,59,44,-9999,30,-9999,58,88
16/03/08,7,79,49,125,80,20,59,-9999,-9999,-9999,56,58,50,-9999,39,-9999,64,107
16/03/08,8,115,65,174,95,27,77,-9999,-9999,-9999,68,55,77,-9999,45,-9999,56,90
16/03/08,9,91,79,138,66,34,94,-9999,-9999,-9999,62,49,81,-9999,41,-9999,58,77
16/03/08,10,91,104,109,105,41,93,-9999,-9999,-9999,45,44,72,-9999,44,-9999,54,113
16/03/08,11,66,81,67,89,39,60,-9999,-9999,-9999,30,55,70,-9999,42,-9999,63,117
16/03/08,12,48,48,48,46,36,39,-9999,-9999,-9999,42,49,41,-9999,40,-9999,37,60
16/03/08,13,41,61,66,45,34,62,-9999,-9999,-9999,203,49,44,-9999,33,-9999,39,40
16/03/08,14,55,68,55,55,49,79,-9999,-9999,-9999,116,120,48,-9999,37,-9999,23,39
16/03/08,15,54,53,56,53,88,68,-9999,-9999,-9999,28,160,59,-9999,50,-9999,51,49
16/03/08,16,62,54,73,68,67,66,-9999,-9999,-9999,63,316,51,-9999,65,-9999,68,73
16/03/08,17,49,69,84,77,54,67,-9999,-9999,-9999,77,151,68,-9999,54,-9999,47,76
16/03/08,18,56,83,115,98,49,110,-9999,-9999,-9999,93,76,58,-9999,56,-9999,51,84
16/03/08,19,60,91,69,90,42,90,-9999,-9999,-9999,79,50,70,-9999,40,-9999,46,100
16/03/08,20,48,62,56,62,42,74,-9999,-9999,-9999,79,54,62,-9999,44,-9999,42,82
16/03/08,21,50,64,53,51,41,69,-9999,-9999,-9999,71,49,54,-9999,40,-9999,45,74
16/03/08,22,42,42,50,41,33,47,-9999,-9999,-9999,54,34,46,-9999,47,-9999,32,75
16/03/08,23,72,49,68,36,37,34,-9999,-9999,-9999,63,42,40,-9999,52,-9999,32,69
16/03/08,24,61,50,82,32,40,39,-9999,-9999,-9999,50,47,51,-9999,43,-9999,-9999,50
17/03/08,1,31,39,53,43,28,30,-9999,-9999,-9999,46,35,45,-9999,38,-9999,29,55
17/03/08,2,43,38,45,44,21,38,-9999,-9999,-9999,40,38,32,-9999,25,-9999,26,56
17/03/08,3,36,42,47,40,23,34,-9999,-9999,-9999,50,28,21,-9999,22,-9999,32,50
17/03/08,4,36,41,45,32,11,33,-9999,-9999,-9999,30,32,38,-9999,23,-9999,25,58
17/03/08,5,18,41,59,29,13,30,-9999,-9999,-9999,52,28,25,-9999,24,-9999,26,40
17/03/08,6,41,42,78,39,17,30,-9999,-9999,-9999,30,29,31,-9999,24,-9999,25,47
17/03/08,7,56,51,113,51,25,38,-9999,-9999,-9999,21,33,55,-9999,31,-9999,52,53
17/03/08,8,39,71,98,85,39,67,-9999,-9999,-9999,39,40,94,-9999,47,-9999,41,60
17/03/08,9,40,49,55,56,35,67,-9999,-9999,-9999,36,43,63,-9999,31,-9999,45,65
17/03/08,10,31,51,52,32,31,68,-9999,-9999,-9999,34,57,54,-9999,35,-9999,-9999,65
17/03/08,11,53,61,61,110,80,75,-9999,-9999,-9999,24,164,54,-9999,66,-9999,-9999,85
17/03/08,12,84,214,175,153,91,120,-9999,-9999,-9999,72,202,108,-9999,115,-9999,-9999,177
17/03/08,13,106,314,242,172,115,199,-9999,-9999,-9999,129,337,172,-9999,158,-9999,159,189
17/03/08,14,179,298,229,200,-9999,332,-9999,-9999,-9999,135,215,151,-9999,79,-9999,117,226
17/03/08,15,123,94,139,164,-9999,254,-9999,-9999,-9999,153,116,139,-9999,43,-9999,110,186
17/03/08,16,111,106,130,145,49,264,-9999,-9999,-9999,90,104,157,-9999,51,-9999,107,199
17/03/08,17,77,75,121,109,48,158,-9999,-9999,-9999,110,96,81,-9999,46,-9999,62,159
17/03/08,18,85,84,84,80,42,149,-9999,-9999,-9999,68,89,72,-9999,47,-9999,70,107
17/03/08,19,63,88,81,65,27,127,-9999,-9999,-9999,48,51,70,-9999,37,-9999,47,96
17/03/08,20,38,65,55,58,31,41,-9999,-9999,-9999,55,41,37,-9999,29,-9999,32,70
17/03/08,21,35,33,43,44,24,41,-9999,-9999,-9999,62,46,29,-9999,30,-9999,26,76
17/03/08,22,44,33,50,36,29,47,-9999,-9999,-9999,57,44,-9999,-9999,29,-9999,32,60
17/03/08,23,32,34,48,41,26,42,-9999,-9999,-9999,54,30,-9999,-9999,35,-9999,30,55
17/03/08,24,29,31,48,34,29,33,-9999,-9999,-9999,42,32,-9999,-9999,39,-9999,39,60
18/03/08,1,33,27,44,33,25,36,-9999,-9999,-9999,44,37,28,-9999,32,-9999,29,60
18/03/08,2,34,30,38,31,23,36,-9999,-9999,-9999,36,49,28,-9999,-9999,-9999,33,46
18/03/08,3,27,26,33,32,24,25,-9999,-9999,-9999,34,41,27,-9999,-9999,-9999,35,44
18/03/08,4,39,30,56,42,27,31,-9999,-9999,-9999,46,52,27,-9999,-9999,-9999,63,63
18/03/08,5,36,38,58,47,25,54,-9999,-9999,-9999,60,48,25,-9999,29,-9999,53,71
18/03/08,6,37,20,60,45,32,54,-9999,-9999,-9999,52,40,19,-9999,41,-9999,42,65
18/03/08,7,33,18,62,43,42,57,-9999,-9999,-9999,56,36,24,-9999,41,-9999,37,70
18/03/08,8,44,46,101,57,47,78,-9999,-9999,-9999,36,83,34,-9999,69,-9999,50,75
18/03/08,9,35,58,65,71,71,67,-9999,-9999,-9999,18,83,62,-9999,70,-9999,74,87
18/03/08,10,28,67,82,46,77,61,-9999,-9999,-9999,-9999,54,85,-9999,56,-9999,61,71
18/03/08,11,47,54,152,71,63,128,-9999,-9999,-9999,69,55,78,-9999,54,-9999,54,116
18/03/08,12,71,59,153,112,56,175,-9999,-9999,-9999,105,54,-9999,-9999,-9999,-9999,63,100
18/03/08,13,146,69,137,147,55,105,-9999,-9999,-9999,-9999,58,77,-9999,-9999,-9999,58,74
18/03/08,14,106,80,160,153,58,117,-9999,-9999,-9999,78,60,91,-9999,-9999,-9999,55,96
18/03/08,15,112,101,125,111,63,148,-9999,-9999,-9999,86,98,126,-9999,-9999,-9999,94,111
18/03/08,16,97,104,168,118,76,183,-9999,-9999,-9999,104,74,112,-9999,-9999,-9999,81,134
18/03/08,17,75,89,104,105,89,191,-9999,-9999,-9999,102,110,94,-9999,-9999,-9999,97,130
18/03/08,18,75,72,107,103,62,171,-9999,-9999,-9999,172,106,76,-9999,64,-9999,80,130
18/03/08,19,121,68,114,78,69,93,-9999,-9999,-9999,93,-9999,64,-9999,58,-9999,63,121
18/03/08,20,63,124,78,67,35,71,-9999,-9999,-9999,72,-9999,54,-9999,45,-9999,37,85
18/03/08,21,44,58,55,51,31,64,-9999,-9999,-9999,61,40,51,-9999,39,-9999,34,74
18/03/08,22,11,32,58,51,29,39,-9999,-9999,-9999,71,28,66,-9999,40,-9999,28,64
18/03/08,23,22,39,47,54,22,42,-9999,-9999,-9999,63,26,44,-9999,44,-9999,43,53
18/03/08,24,39,35,58,46,-9999,37,-9999,-9999,-9999,65,31,39,-9999,36,-9999,57,51
19/03/08,1,32,46,76,36,-9999,57,-9999,-9999,-9999,59,25,35,-9999,25,-9999,55,57
19/03/08,2,34,38,83,36,-9999,48,-9999,-9999,-9999,53,42,30,-9999,22,-9999,37,64
19/03/08,3,49,17,95,42,7,38,-9999,-9999,-9999,52,43,25,-9999,18,-9999,42,56
19/03/08,4,42,21,59,47,1,24,-9999,-9999,-9999,37,42,9,-9999,14,-9999,35,66
19/03/08,5,20,19,77,43,30,38,-9999,-9999,-9999,44,31,21,-9999,19,-9999,38,65
19/03/08,6,48,28,125,41,9,46,-9999,-9999,-9999,22,-9999,30,-9999,20,-9999,58,53
19/03/08,7,89,90,151,67,24,52,-9999,-9999,-9999,51,22,51,-9999,32,-9999,80,62
19/03/08,8,135,78,152,101,46,91,-9999,-9999,-9999,40,63,58,-9999,51,-9999,55,89
19/03/08,9,77,111,108,106,75,77,-9999,-9999,-9999,45,92,94,-9999,67,-9999,87,85
19/03/08,10,69,106,94,74,70,72,-9999,-9999,-9999,58,66,84,-9999,70,-9999,77,101
19/03/08,11,78,97,73,69,59,69,-9999,-9999,-9999,11,50,79,-9999,63,-9999,59,97
19/03/08,12,54,61,67,64,58,64,-9999,-9999,-9999,42,56,56,-9999,66,-9999,56,75
19/03/08,13,69,94,85,70,50,71,-9999,-9999,-9999,31,58,85,-9999,56,-9999,76,80
19/03/08,14,62,60,73,62,50,77,-9999,-9999,-9999,42,67,63,-9999,62,-9999,65,94
19/03/08,15,55,57,89,63,56,50,-9999,-9999,-9999,65,51,63,-9999,57,-9999,58,85
19/03/08,16,80,101,128,95,52,85,-9999,-9999,-9999,-9999,71,92,-9999,55,-9999,41,98
19/03/08,17,128,190,144,88,59,187,-9999,-9999,-9999,54,97,176,-9999,61,-9999,53,100
19/03/08,18,208,240,352,212,128,204,-9999,-9999,-9999,71,146,182,-9999,182,-9999,140,111
19/03/08,19,234,274,296,280,245,292,-9999,-9999,-9999,86,250,273,-9999,231,-9999,213,322
19/03/08,20,178,189,191,202,219,195,-9999,-9999,-9999,242,205,186,-9999,206,-9999,192,320
19/03/08,21,163,136,164,175,150,148,-9999,-9999,-9999,199,157,144,-9999,143,-9999,147,279
19/03/08,22,140,125,129,151,136,114,-9999,-9999,-9999,134,-9999,130,-9999,129,-9999,135,210
19/03/08,23,112,109,115,122,118,99,-9999,-9999,-9999,110,-9999,122,-9999,119,-9999,122,176
19/03/08,24,90,82,89,96,107,78,-9999,-9999,-9999,92,107,96,-9999,105,-9999,103,142
20/03/08,1,71,73,66,79,85,60,-9999,-9999,-9999,64,86,87,-9999,84,-9999,88,127
20/03/08,2,64,80,72,81,79,69,-9999,-9999,-9999,54,83,85,-9999,86,-9999,78,125
20/03/08,3,70,74,69,85,84,76,-9999,-9999,-9999,52,82,85,-9999,88,-9999,78,121
20/03/08,4,59,73,60,72,83,82,-9999,-9999,-9999,60,88,83,-9999,89,-9999,81,114
20/03/08,5,43,71,34,59,89,39,-9999,-9999,-9999,47,88,90,-9999,89,-9999,66,107
20/03/08,6,43,57,45,46,90,36,-9999,-9999,-9999,37,49,95,-9999,98,-9999,49,70
20/03/08,7,62,67,59,65,93,51,-9999,-9999,-9999,40,50,104,-9999,99,-9999,49,77
20/03/08,8,55,89,94,73,76,66,-9999,-9999,-9999,51,62,97,-9999,108,-9999,74,86
20/03/08,9,66,89,114,72,69,80,-9999,-9999,-9999,71,88,96,-9999,199,-9999,84,90
20/03/08,10,81,90,96,81,82,89,-9999,-9999,-9999,69,90,105,-9999,88,-9999,82,96
20/03/08,11,95,95,105,93,85,90,-9999,-9999,-9999,70,91,116,-9999,90,-9999,84,112
20/03/08,12,98,96,111,94,79,93,-9999,-9999,-9999,64,86,104,-9999,89,-9999,87,129
20/03/08,13,87,86,106,95,63,77,-9999,-9999,-9999,37,60,75,-9999,73,-9999,79,116
20/03/08,14,56,70,76,65,40,69,-9999,-9999,-9999,26,54,67,-9999,53,-9999,61,117
20/03/08,15,50,52,27,62,56,67,-9999,-9999,-9999,51,75,73,-9999,57,-9999,63,96
20/03/08,16,64,69,61,73,70,63,-9999,-9999,-9999,45,62,66,-9999,67,-9999,62,93
20/03/08,17,66,74,64,77,76,64,-9999,-9999,-9999,158,70,68,-9999,70,-9999,75,89
20/03/08,18,62,123,117,77,75,94,-9999,-9999,-9999,80,86,120,-9999,73,-9999,79,106
20/03/08,19,174,130,229,169,97,97,-9999,-9999,-9999,59,103,127,-9999,106,-9999,100,139
20/03/08,20,110,94,106,125,74,122,-9999,-9999,-9999,138,115,94,-9999,102,-9999,117,186
20/03/08,21,86,84,97,95,86,77,-9999,-9999,-9999,133,100,83,-9999,81,-9999,108,166
20/03/08,22,77,74,81,92,71,67,-9999,-9999,-9999,74,76,73,-9999,68,-9999,82,130
20/03/08,23,70,55,62,70,64,68,-9999,-9999,-9999,88,67,64,-9999,63,-9999,61,116
20/03/08,24,43,70,64,55,65,50,-9999,-9999,-9999,71,49,62,-9999,59,-9999,50,91
21/03/08,1,68,61,68,70,61,53,-9999,-9999,-9999,68,62,65,-9999,56,-9999,55,88
21/03/08,2,62,67,69,67,58,55,-9999,-9999,-9999,72,58,71,-9999,58,-9999,57,100
21/03/08,3,70,72,89,71,53,57,-9999,-9999,-9999,62,61,67,-9999,53,-9999,54,93
21/03/08,4,83,79,88,76,51,66,-9999,-9999,-9999,55,65,68,-9999,50,-9999,64,111
21/03/08,5,65,79,71,70,55,68,-9999,-9999,-9999,58,70,59,-9999,57,-9999,71,109
21/03/08,6,52,74,62,65,49,62,-9999,-9999,-9999,59,73,64,-9999,61,-9999,73,101
21/03/08,7,56,59,65,70,43,59,-9999,-9999,-9999,63,71,67,-9999,58,-9999,74,93
21/03/08,8,69,63,81,82,54,71,-9999,-9999,-9999,86,-9999,94,-9999,67,-9999,88,90
21/03/08,9,82,73,98,91,67,82,-9999,-9999,-9999,-9999,-9999,81,-9999,73,-9999,81,98
21/03/08,10,101,83,120,91,78,88,-9999,-9999,-9999,71,85,91,-9999,80,-9999,93,114
21/03/08,11,58,60,77,69,67,82,-9999,-9999,-9999,41,78,76,-9999,71,-9999,77,107
21/03/08,12,51,55,51,48,62,54,-9999,-9999,-9999,61,56,53,-9999,66,-9999,55,97
21/03/08,13,62,44,63,49,-9999,49,-9999,-9999,-9999,49,55,53,-9999,44,-9999,52,78
21/03/08,14,42,51,67,59,-9999,60,-9999,-9999,-9999,49,55,51,-9999,51,-9999,50,68
21/03/08,15,63,49,69,53,54,48,-9999,-9999,-9999,-9999,50,64,-9999,56,-9999,54,68
21/03/08,16,49,53,59,67,59,54,-9999,-9999,-9999,-9999,61,55,-9999,60,-9999,59,79
21/03/08,17,54,69,62,57,60,63,-9999,-9999,-9999,73,69,66,-9999,58,-9999,63,79
21/03/08,18,74,76,-9999,70,84,108,-9999,-9999,-9999,116,97,79,-9999,65,-9999,98,94
21/03/08,19,66,63,-9999,78,49,78,-9999,-9999,-9999,94,58,71,-9999,75,-9999,79,113
21/03/08,20,144,60,135,133,67,80,-9999,-9999,-9999,84,47,68,-9999,67,-9999,76,121
21/03/08,21,165,133,113,140,106,90,-9999,-9999,-9999,81,121,134,-9999,98,-9999,124,137
21/03/08,22,61,78,61,69,72,71,-9999,-9999,-9999,103,74,87,-9999,75,-9999,78,130
21/03/08,23,35,59,40,45,58,39,-9999,-9999,-9999,105,45,69,-9999,56,-9999,50,87
21/03/08,24,49,48,50,47,55,45,-9999,-9999,-9999,49,-9999,42,-9999,53,-9999,44,79
22/03/08,1,57,38,34,48,38,37,-9999,-9999,-9999,50,-9999,48,-9999,44,-9999,37,63
22/03/08,2,-9999,45,28,44,47,18,-9999,-9999,-9999,-9999,40,43,-9999,38,-9999,40,63
22/03/08,3,-9999,40,59,47,48,34,-9999,-9999,-9999,53,47,49,-9999,43,-9999,39,71
22/03/08,4,-9999,53,35,47,35,39,-9999,-9999,-9999,48,49,54,-9999,39,-9999,49,69
22/03/08,5,49,41,53,54,29,44,-9999,-9999,-9999,45,34,50,-9999,35,-9999,55,73
22/03/08,6,47,39,64,59,30,25,-9999,-9999,-9999,48,40,46,-9999,38,-9999,40,70
22/03/08,7,59,40,65,70,33,33,-9999,-9999,-9999,63,49,53,-9999,37,-9999,56,77
22/03/08,8,66,58,98,78,39,56,-9999,-9999,-9999,87,40,82,-9999,51,-9999,58,81
22/03/08,9,77,61,100,74,47,70,-9999,-9999,-9999,77,58,69,-9999,49,-9999,57,91
22/03/08,10,82,67,81,72,57,73,-9999,-9999,-9999,42,65,54,-9999,61,-9999,72,109
22/03/08,11,59,61,67,62,49,60,-9999,-9999,-9999,28,58,48,-9999,57,-9999,64,86
22/03/08,12,6,38,32,23,27,26,-9999,-9999,-9999,10,17,39,-9999,37,-9999,23,69
22/03/08,13,5,37,21,18,24,25,-9999,-9999,-9999,18,27,35,-9999,25,-9999,22,40
22/03/08,14,68,45,31,45,36,35,-9999,-9999,-9999,29,36,44,-9999,36,-9999,35,31
22/03/08,15,47,52,55,57,44,54,-9999,-9999,-9999,52,46,56,-9999,47,-9999,48,54
22/03/08,16,59,39,61,56,54,50,-9999,-9999,-9999,58,49,52,-9999,56,-9999,58,70
22/03/08,17,64,47,58,69,57,57,-9999,-9999,-9999,61,60,44,-9999,56,-9999,65,86
22/03/08,18,-9999,57,65,58,75,107,-9999,-9999,-9999,131,132,56,-9999,54,-9999,112,95
22/03/08,19,55,60,89,66,88,73,-9999,-9999,-9999,76,87,59,-9999,60,-9999,83,124
22/03/08,20,198,123,231,171,74,74,-9999,-9999,-9999,90,90,92,-9999,90,-9999,87,134
22/03/08,21,38,88,45,59,58,74,-9999,-9999,-9999,48,56,130,-9999,59,-9999,54,126
22/03/08,22,39,59,64,50,69,50,-9999,-9999,-9999,68,77,82,-9999,69,-9999,75,91
22/03/08,23,78,73,43,61,65,55,-9999,-9999,-9999,88,80,84,-9999,74,-9999,96,89
22/03/08,24,57,74,26,65,62,52,-9999,-9999,-9999,100,67,75,-9999,60,-9999,61,77
23/03/08,1,25,58,47,41,34,47,-9999,-9999,-9999,76,43,61,-9999,44,-9999,45,86
23/03/08,2,84,71,58,77,38,46,-9999,-9999,-9999,56,44,54,-9999,40,-9999,46,83
23/03/08,3,78,48,53,51,36,48,-9999,-9999,-9999,41,40,47,-9999,36,-9999,39,71
23/03/08,4,9,40,40,28,36,37,-9999,-9999,-9999,61,50,46,-9999,31,-9999,42,66
23/03/08,5,31,36,50,30,35,31,-9999,-9999,-9999,46,43,43,-9999,37,-9999,53,76
23/03/08,6,45,66,63,44,23,61,-9999,-9999,-9999,60,57,37,-9999,32,-9999,54,69
23/03/08,7,40,38,92,62,30,68,-9999,-9999,-9999,78,59,41,-9999,30,-9999,65,76
23/03/08,8,76,48,-9999,83,31,51,-9999,-9999,-9999,84,72,70,-9999,38,-9999,73,83
23/03/08,9,98,60,-9999,91,50,90,-9999,-9999,-9999,73,80,50,-9999,57,-9999,88,90
23/03/08,10,91,73,86,91,56,81,-9999,-9999,-9999,86,70,65,-9999,56,-9999,70,115
23/03/08,11,68,49,46,73,45,81,-9999,-9999,-9999,57,48,68,-9999,51,-9999,59,102
23/03/08,12,43,42,60,47,37,41,-9999,-9999,-9999,29,33,42,-9999,36,-9999,40,64
23/03/08,13,33,27,60,32,33,35,-9999,-9999,-9999,27,38,33,-9999,37,-9999,38,42
23/03/08,14,39,34,49,36,39,41,-9999,-9999,-9999,43,42,42,-9999,36,-9999,39,44
23/03/08,15,40,41,51,44,59,69,-9999,-9999,-9999,60,62,33,-9999,43,-9999,47,46
23/03/08,16,74,46,52,81,73,87,-9999,-9999,-9999,58,75,53,-9999,70,-9999,75,82
23/03/08,17,84,86,-9999,82,44,72,-9999,-9999,-9999,65,53,79,-9999,49,-9999,58,100
23/03/08,18,64,103,70,54,43,52,-9999,-9999,-9999,63,38,65,-9999,40,-9999,41,74
23/03/08,19,42,121,90,48,48,56,-9999,-9999,-9999,81,52,54,-9999,42,-9999,-9999,72
23/03/08,20,143,172,141,84,51,80,-9999,-9999,-9999,62,51,165,-9999,63,-9999,47,78
23/03/08,21,197,128,212,205,157,137,-9999,-9999,-9999,81,191,147,-9999,177,-9999,159,160
23/03/08,22,123,106,122,126,99,121,-9999,-9999,-9999,250,123,93,-9999,107,-9999,108,207
23/03/08,23,64,57,74,72,72,79,-9999,-9999,-9999,134,83,64,-9999,74,-9999,74,117
23/03/08,24,39,35,41,41,53,40,-9999,-9999,-9999,52,59,44,-9999,53,-9999,55,69
24/03/08,1,26,26,18,34,39,35,-9999,-9999,-9999,25,43,37,-9999,41,-9999,37,48
24/03/08,2,22,28,25,26,37,30,-9999,-9999,-9999,24,43,34,-9999,45,-9999,41,57
24/03/08,3,19,26,22,24,38,22,-9999,-9999,-9999,15,35,32,-9999,35,-9999,28,50
24/03/08,4,2,1,5,15,33,6,-9999,-9999,-9999,11,35,16,-9999,32,-9999,25,35
24/03/08,5,-9999,6,1,-9999,13,-9999,-9999,-9999,-9999,-9999,-9999,7,-9999,9,-9999,-9999,25
24/03/08,6,6,13,27,5,-9999,11,-9999,-9999,-9999,6,-9999,6,-9999,4,-9999,10,18
24/03/08,7,9,19,23,21,9,17,-9999,-9999,-9999,9,4,13,-9999,14,-9999,16,7
24/03/08,8,17,29,43,27,14,23,-9999,-9999,-9999,-9999,13,26,-9999,27,-9999,30,24
24/03/08,9,16,31,61,36,27,23,-9999,-9999,-9999,-9999,21,29,-9999,54,-9999,35,32
24/03/08,10,-9999,25,51,25,23,26,-9999,-9999,-9999,-9999,38,21,-9999,27,-9999,31,37
24/03/08,11,16,22,66,26,18,23,-9999,-9999,-9999,7,20,30,-9999,25,-9999,24,27
24/03/08,12,17,32,72,-9999,-9999,29,-9999,-9999,-9999,17,27,35,-9999,21,-9999,35,42
24/03/08,13,37,38,80,-9999,-9999,34,-9999,-9999,-9999,49,24,33,-9999,26,-9999,33,44
24/03/08,14,31,45,67,61,65,30,-9999,-9999,-9999,25,32,45,-9999,29,-9999,31,34
24/03/08,15,50,53,87,60,63,35,-9999,-9999,-9999,-9999,40,49,-9999,42,-9999,40,58
24/03/08,16,45,47,108,69,74,45,-9999,-9999,-9999,-9999,48,68,-9999,48,-9999,52,67
24/03/08,17,44,54,105,61,68,45,-9999,-9999,-9999,-9999,47,95,-9999,45,-9999,56,60
24/03/08,18,62,59,116,71,67,43,-9999,-9999,-9999,55,48,146,-9999,49,-9999,59,71
24/03/08,19,68,85,114,85,56,55,-9999,-9999,-9999,64,60,149,-9999,51,-9999,66,77
24/03/08,20,53,86,80,74,65,58,-9999,-9999,-9999,64,60,94,-9999,64,-9999,65,90
24/03/08,21,39,60,52,54,67,48,-9999,-9999,-9999,51,71,72,-9999,61,-9999,50,73
24/03/08,22,38,43,35,51,45,41,-9999,-9999,-9999,61,50,33,-9999,39,-9999,52,57
24/03/08,23,29,20,25,37,22,31,-9999,-9999,-9999,53,21,14,-9999,19,-9999,27,55
24/03/08,24,12,12,20,23,17,15,-9999,-9999,-9999,27,12,14,-9999,14,-9999,14,36
25/03/08,1,8,11,15,18,16,11,-9999,-9999,-9999,14,11,7,-9999,12,-9999,10,30
25/03/08,2,11,11,12,18,15,13,-9999,-9999,-9999,14,9,10,-9999,10,-9999,11,37
25/03/08,3,9,9,10,21,12,13,-9999,-9999,-9999,12,5,3,-9999,-9999,-9999,23,24
25/03/08,4,17,8,16,21,13,10,-9999,-9999,-9999,9,6,-9999,-9999,-9999,-9999,10,27
25/03/08,5,16,45,18,22,19,9,-9999,-9999,-9999,14,6,10,-9999,-9999,-9999,10,24
25/03/08,6,25,22,47,23,21,12,-9999,-9999,-9999,13,12,14,-9999,16,-9999,11,29
25/03/08,7,52,25,94,42,28,29,-9999,-9999,-9999,26,31,37,-9999,27,-9999,24,51
25/03/08,8,40,52,99,53,31,57,-9999,-9999,-9999,46,40,74,-9999,39,-9999,37,51
25/03/08,9,45,86,96,47,31,47,-9999,-9999,-9999,56,39,59,-9999,34,-9999,42,69
25/03/08,10,52,78,81,123,51,61,-9999,-9999,-9999,34,38,90,-9999,47,-9999,59,83
25/03/08,11,56,62,65,-9999,49,77,-9999,-9999,-9999,29,39,96,-9999,47,-9999,59,86
25/03/08,12,37,72,71,57,56,53,-9999,-9999,-9999,29,42,68,-9999,51,-9999,-9999,100
25/03/08,13,23,24,56,22,35,17,-9999,-9999,-9999,-9999,11,12,-9999,28,-9999,-9999,48
25/03/08,14,34,-9999,51,42,36,10,-9999,-9999,-9999,24,20,44,-9999,28,-9999,-9999,-9999
25/03/08,15,13,-9999,-9999,57,48,34,-9999,-9999,-9999,39,37,58,-9999,39,-9999,-9999,68
25/03/08,16,21,41,-9999,48,71,43,-9999,-9999,-9999,37,58,64,-9999,46,-9999,-9999,76
25/03/08,17,47,41,116,49,65,60,-9999,-9999,-9999,48,46,94,-9999,45,-9999,-9999,66
25/03/08,18,41,53,106,69,67,95,-9999,-9999,-9999,194,41,171,-9999,48,-9999,-9999,83
25/03/08,19,112,97,170,137,88,149,-9999,-9999,-9999,89,137,265,-9999,58,-9999,-9999,112
25/03/08,20,179,140,220,148,108,126,-9999,-9999,-9999,98,120,171,-9999,125,-9999,-9999,187
25/03/08,21,63,74,78,101,86,105,-9999,-9999,-9999,130,83,94,-9999,83,-9999,-9999,154
25/03/08,22,71,81,87,82,56,44,-9999,-9999,-9999,105,36,78,-9999,57,-9999,-9999,82
25/03/08,23,50,70,83,68,56,53,-9999,-9999,-9999,89,56,51,-9999,62,-9999,-9999,82
25/03/08,24,64,59,49,50,52,47,-9999,-9999,-9999,56,73,53,-9999,49,-9999,-9999,74
26/03/08,1,54,48,42,61,47,38,-9999,-9999,-9999,60,51,42,-9999,40,-9999,-9999,67
26/03/08,2,59,38,40,57,34,49,-9999,-9999,-9999,60,40,42,-9999,36,-9999,-9999,78
26/03/08,3,46,37,66,56,29,37,-9999,-9999,-9999,50,33,41,-9999,28,-9999,-9999,68
26/03/08,4,42,66,67,52,29,33,-9999,-9999,-9999,40,40,28,-9999,28,-9999,-9999,57
26/03/08,5,48,56,62,54,31,38,-9999,-9999,-9999,46,38,30,-9999,27,-9999,-9999,61
26/03/08,6,61,50,63,64,30,44,-9999,-9999,-9999,42,35,39,-9999,31,-9999,-9999,71
26/03/08,7,74,44,110,92,37,58,-9999,-9999,-9999,71,49,67,-9999,45,-9999,-9999,98
26/03/08,8,70,58,179,99,48,83,-9999,-9999,-9999,95,77,128,-9999,63,-9999,-9999,111
26/03/08,9,89,69,185,97,67,96,-9999,-9999,-9999,106,73,88,-9999,74,-9999,-9999,101
26/03/08,10,79,77,148,92,69,71,-9999,-9999,-9999,46,55,99,-9999,68,-9999,-9999,96
26/03/08,11,74,77,121,84,52,74,-9999,-9999,-9999,34,41,58,-9999,57,-9999,-9999,114
26/03/08,12,61,49,97,46,39,41,-9999,-9999,-9999,33,35,48,-9999,38,-9999,-9999,89
26/03/08,13,54,-9999,56,56,51,39,-9999,-9999,-9999,9,40,38,-9999,47,-9999,-9999,56
26/03/08,14,-9999,-9999,75,55,67,44,-9999,-9999,-9999,50,44,36,-9999,57,-9999,-9999,61
26/03/08,15,40,52,94,54,61,67,-9999,-9999,-9999,58,49,43,-9999,37,-9999,-9999,59
26/03/08,16,57,57,108,58,61,50,-9999,-9999,-9999,49,50,92,-9999,39,-9999,-9999,74
26/03/08,17,59,67,122,75,60,51,-9999,-9999,-9999,56,56,135,-9999,62,-9999,-9999,73
26/03/08,18,56,69,96,85,94,76,-9999,-9999,-9999,117,73,205,-9999,70,-9999,69,93
26/03/08,19,80,88,168,101,102,94,-9999,-9999,-9999,131,79,-9999,-9999,75,-9999,78,104
26/03/08,20,152,96,134,228,86,117,-9999,-9999,-9999,92,114,-9999,-9999,102,-9999,134,137
26/03/08,21,66,51,66,110,69,64,-9999,-9999,-9999,114,60,-9999,-9999,68,-9999,74,117
26/03/08,22,37,59,59,60,46,60,-9999,-9999,-9999,98,43,50,-9999,41,-9999,41,83
26/03/08,23,34,56,69,45,63,40,-9999,-9999,-9999,33,53,61,-9999,56,-9999,42,56
26/03/08,24,79,66,70,63,42,39,-9999,-9999,-9999,40,55,43,-9999,35,-9999,47,67
27/03/08,1,64,50,53,64,32,44,-9999,-9999,-9999,47,38,45,-9999,42,-9999,49,80
27/03/08,2,52,43,63,60,28,39,-9999,-9999,-9999,62,39,42,-9999,29,-9999,-9999,71
