FECHA,HORA,LVI,TLA,XAL,MER,PED,CES,NET,TLI,VIF,TAH,SUR,EAC,HAN,PLA,SAG,TAX,IZT
12/01/08,20,66,69,85,57,42,53,-9999,-9999,127,46,51,43,-9999,36,122,42,91
12/01/08,21,85,59,85,86,41,74,-9999,-9999,157,69,48,50,-9999,27,92,46,80
12/01/08,22,93,101,81,101,37,71,-9999,-9999,123,96,44,51,-9999,35,71,65,86
12/01/08,23,94,122,105,73,45,62,-9999,-9999,100,67,52,61,-9999,52,102,63,109
12/01/08,24,93,79,68,71,-9999,58,-9999,-9999,76,81,77,68,-9999,58,79,66,110
13/01/08,1,87,40,36,83,-9999,57,-9999,-9999,47,50,72,51,-9999,55,37,64,107
13/01/08,2,29,31,41,46,40,53,-9999,-9999,44,72,52,31,-9999,37,45,48,87
13/01/08,3,37,26,36,40,-9999,42,-9999,-9999,38,65,46,35,-9999,33,35,40,68
13/01/08,4,45,35,44,39,39,40,-9999,-9999,35,59,45,34,-9999,31,30,39,58
13/01/08,5,42,40,48,47,32,37,-9999,-9999,55,51,40,33,-9999,30,33,37,61
13/01/08,6,45,36,42,54,32,37,-9999,-9999,45,42,37,28,-9999,30,31,40,74
13/01/08,7,49,40,40,53,34,38,-9999,-9999,51,42,46,32,-9999,34,40,42,63
13/01/08,8,53,53,60,61,37,49,-9999,-9999,53,55,49,39,-9999,37,45,54,73
13/01/08,9,59,59,62,68,49,67,-9999,-9999,71,69,56,47,-9999,40,55,54,71
13/01/08,10,72,63,69,75,40,69,-9999,-9999,69,68,45,48,-9999,39,88,45,74
13/01/08,11,82,68,72,79,41,73,-9999,-9999,64,61,48,67,-9999,49,67,53,78
13/01/08,12,92,71,72,96,50,78,-9999,-9999,57,84,55,66,-9999,63,59,66,117
13/01/08,13,96,82,60,90,58,102,-9999,-9999,52,84,72,83,-9999,64,57,88,137
13/01/08,14,86,93,60,82,65,105,-9999,-9999,58,59,94,97,-9999,69,55,106,145
13/01/08,15,93,87,71,88,77,83,-9999,-9999,70,66,96,94,-9999,79,69,88,130
13/01/08,16,84,82,86,86,45,64,-9999,-9999,77,46,61,90,-9999,57,86,55,-9999
13/01/08,17,65,80,83,58,47,65,-9999,-9999,102,31,51,67,-9999,46,84,36,106
13/01/08,18,32,88,58,34,34,40,-9999,-9999,89,53,47,53,-9999,31,93,34,82
13/01/08,19,51,59,68,59,32,46,-9999,-9999,99,60,51,60,-9999,34,109,47,80
13/01/08,20,46,49,59,43,37,51,-9999,-9999,88,45,48,52,-9999,36,82,39,85
13/01/08,21,47,44,50,45,29,54,-9999,-9999,61,45,39,47,-9999,45,96,45,69
13/01/08,22,47,37,52,64,26,53,-9999,-9999,47,40,28,34,-9999,60,76,47,102
13/01/08,23,67,52,63,57,48,51,-9999,-9999,127,57,30,52,-9999,45,70,30,93
13/01/08,24,83,52,78,47,34,35,-9999,-9999,142,33,45,45,-9999,33,53,29,74
14/01/08,1,49,57,79,37,38,27,-9999,-9999,89,19,33,35,-9999,36,56,30,51
14/01/08,2,40,45,60,38,30,25,-9999,-9999,74,34,34,33,-9999,25,54,34,60
14/01/08,3,81,39,55,55,19,35,-9999,-9999,55,39,35,31,-9999,21,62,36,66
14/01/08,4,66,44,53,58,22,38,-9999,-9999,59,42,36,32,-9999,17,83,38,54
14/01/08,5,50,43,83,56,24,40,-9999,-9999,68,46,30,39,-9999,20,89,40,73
14/01/08,6,71,55,92,75,24,37,-9999,-9999,75,39,37,47,-9999,27,70,50,95
14/01/08,7,86,76,129,97,31,50,-9999,-9999,87,44,52,72,-9999,37,80,69,105
14/01/08,8,105,111,219,121,49,68,-9999,-9999,118,126,72,105,-9999,60,149,90,121
14/01/08,9,129,126,161,110,57,71,-9999,-9999,128,104,84,133,-9999,71,181,81,113
14/01/08,10,97,94,135,107,62,77,-9999,-9999,107,70,74,87,-9999,-9999,124,95,107
14/01/08,11,108,126,100,112,70,93,-9999,-9999,102,57,79,71,-9999,-9999,97,86,117
14/01/08,12,62,55,54,66,67,55,-9999,-9999,101,21,50,72,-9999,-9999,40,52,90
14/01/08,13,17,40,27,18,40,34,-9999,-9999,38,15,26,67,-9999,61,38,27,50
14/01/08,14,10,33,34,33,20,41,-9999,-9999,30,17,22,54,-9999,35,53,28,34
14/01/08,15,26,31,41,37,23,48,-9999,-9999,36,44,24,46,-9999,28,50,30,22
14/01/08,16,32,40,58,41,39,85,-9999,-9999,39,39,40,56,-9999,46,58,43,44
14/01/08,17,40,43,94,47,31,92,-9999,-9999,84,74,38,50,-9999,40,129,46,79
14/01/08,18,35,55,128,41,-9999,90,-9999,-9999,117,63,43,44,-9999,42,140,44,71
14/01/08,19,52,51,126,63,-9999,66,-9999,-9999,137,49,52,59,-9999,42,115,49,72
14/01/08,20,50,51,68,49,31,54,-9999,-9999,124,47,46,53,-9999,47,97,43,77
14/01/08,21,46,81,80,59,28,55,-9999,-9999,176,34,47,60,-9999,53,94,52,71
14/01/08,22,105,58,118,87,42,64,-9999,-9999,106,49,67,56,-9999,47,130,62,72
14/01/08,23,73,83,132,79,43,77,-9999,-9999,60,76,52,55,-9999,54,112,58,67
14/01/08,24,104,84,99,79,30,49,-9999,-9999,56,52,33,47,-9999,37,75,48,102
15/01/08,1,89,76,71,83,19,60,-9999,-9999,51,75,43,43,-9999,35,53,42,117
15/01/08,2,88,59,75,74,17,67,-9999,-9999,46,47,46,37,-9999,27,45,57,111
15/01/08,3,66,35,81,77,25,50,-9999,-9999,60,65,59,37,-9999,30,46,65,92
15/01/08,4,65,46,67,68,29,43,-9999,-9999,53,58,60,29,-9999,33,40,50,93
15/01/08,5,44,86,69,49,31,41,-9999,-9999,61,53,48,24,-9999,38,62,52,83
15/01/08,6,54,86,103,56,32,48,-9999,-9999,69,43,48,29,-9999,47,75,59,83
15/01/08,7,62,150,-9999,64,-9999,49,-9999,-9999,-9999,63,73,-9999,-9999,54,-9999,72,79
15/01/08,8,91,99,-9999,97,-9999,65,-9999,-9999,-9999,80,75,-9999,-9999,68,-9999,71,94
15/01/08,9,99,165,-9999,110,68,82,-9999,-9999,-9999,155,80,93,-9999,84,133,94,112
15/01/08,10,134,140,212,122,97,114,-9999,-9999,149,106,107,110,-9999,84,103,81,106
15/01/08,11,125,141,157,107,86,125,-9999,-9999,172,87,89,174,-9999,85,120,95,102
15/01/08,12,74,99,82,77,64,102,-9999,-9999,116,18,89,146,-9999,74,75,102,101
15/01/08,13,40,57,56,58,58,-9999,-9999,-9999,82,23,71,85,-9999,60,42,-9999,84
15/01/08,14,33,44,43,29,48,-9999,-9999,-9999,59,49,43,56,-9999,45,32,-9999,53
15/01/08,15,26,18,36,51,5,-9999,-9999,-9999,36,55,46,29,-9999,8,38,44,65
15/01/08,16,41,33,58,60,-9999,-9999,-9999,-9999,14,53,31,45,-9999,10,63,43,59
15/01/08,17,52,29,83,84,-9999,-9999,-9999,-9999,51,37,47,55,-9999,11,96,52,73
15/01/08,18,51,39,81,67,20,125,-9999,-9999,60,33,42,39,-9999,16,90,40,70
15/01/08,19,36,68,65,40,17,74,-9999,-9999,58,41,38,44,-9999,16,125,33,60
15/01/08,20,19,26,37,29,20,44,-9999,-9999,31,16,31,35,-9999,24,71,46,43
15/01/08,21,29,23,47,33,14,43,-9999,-9999,62,-9999,74,33,-9999,27,97,31,41
15/01/08,22,25,14,40,30,21,48,-9999,-9999,71,-9999,67,21,-9999,35,84,23,39
15/01/08,23,27,18,25,33,25,90,-9999,-9999,16,-9999,27,25,-9999,40,57,22,37
15/01/08,24,24,19,19,19,21,146,-9999,-9999,10,13,11,15,-9999,24,42,16,27
16/01/08,1,10,29,19,14,15,41,-9999,-9999,33,12,8,9,-9999,20,54,8,27
16/01/08,2,28,53,38,23,15,36,-9999,-9999,22,24,18,16,-9999,17,71,29,25
16/01/08,3,21,28,32,38,21,38,-9999,-9999,35,52,32,13,-9999,15,55,23,28
16/01/08,4,-9999,18,28,24,22,39,-9999,-9999,38,14,22,21,-9999,17,42,23,42
16/01/08,5,46,19,29,13,18,24,-9999,-9999,32,-9999,22,16,-9999,21,20,14,43
16/01/08,6,7,32,42,16,20,24,-9999,-9999,30,17,23,30,-9999,26,25,14,28
16/01/08,7,29,33,45,39,25,28,-9999,-9999,34,2,42,42,-9999,26,34,36,57
16/01/08,8,24,81,59,37,36,165,-9999,-9999,85,14,57,57,-9999,38,24,60,60
16/01/08,9,23,69,50,33,43,90,-9999,-9999,97,49,81,72,-9999,39,43,55,63
16/01/08,10,28,-9999,39,38,30,112,-9999,-9999,73,36,29,34,-9999,39,28,34,58
16/01/08,11,33,-9999,54,42,21,44,-9999,-9999,35,14,24,20,-9999,26,41,32,40
16/01/08,12,20,-9999,31,24,17,34,-9999,-9999,47,19,23,22,-9999,12,-9999,26,20
16/01/08,13,27,-9999,43,23,24,47,-9999,-9999,47,-9999,41,32,-9999,20,-9999,41,27
16/01/08,14,12,-9999,128,28,32,55,-9999,-9999,99,-9999,60,48,-9999,46,-9999,42,37
16/01/08,15,36,-9999,96,64,36,78,-9999,-9999,74,-9999,47,74,-9999,38,63,48,60
16/01/08,16,41,36,82,71,71,296,-9999,-9999,47,179,74,57,-9999,45,501,68,97
16/01/08,17,86,38,118,84,70,230,-9999,-9999,42,180,51,65,-9999,40,311,60,77
16/01/08,18,46,38,101,80,57,105,-9999,-9999,52,108,46,49,-9999,43,88,51,74
16/01/08,19,62,27,68,46,24,41,-9999,-9999,90,64,33,44,-9999,36,75,36,62
16/01/08,20,23,21,47,12,20,39,-9999,-9999,71,46,17,40,-9999,24,67,20,49
16/01/08,21,29,17,46,35,25,36,-9999,-9999,58,30,24,33,-9999,31,41,23,32
16/01/08,22,27,19,49,37,17,27,-9999,-9999,58,16,68,23,-9999,32,49,24,47
16/01/08,23,36,16,47,43,18,18,-9999,-9999,66,14,15,23,-9999,28,43,11,38
16/01/08,24,17,16,27,15,13,11,-9999,-9999,57,15,11,16,-9999,23,56,3,24
17/01/08,1,35,19,18,22,13,5,-9999,-9999,99,15,6,8,-9999,17,61,11,25
17/01/08,2,18,4,42,23,9,7,-9999,-9999,54,17,8,7,-9999,18,12,29,26
17/01/08,3,13,1,46,13,9,6,-9999,-9999,44,10,9,5,-9999,11,14,11,12
17/01/08,4,9,2,49,10,6,8,-9999,-9999,35,11,16,4,-9999,15,22,16,7
17/01/08,5,23,7,56,14,11,14,-9999,-9999,55,13,16,6,-9999,14,29,16,20
17/01/08,6,26,11,111,25,13,15,-9999,-9999,63,19,19,15,-9999,15,41,25,29
17/01/08,7,55,25,169,51,17,18,-9999,-9999,88,21,32,40,-9999,24,54,35,53
17/01/08,8,157,60,-9999,79,33,51,-9999,-9999,119,27,42,80,-9999,37,61,59,86
17/01/08,9,48,84,-9999,66,49,73,-9999,-9999,210,43,49,106,-9999,51,67,58,72
17/01/08,10,14,47,-9999,32,42,75,-9999,-9999,106,46,42,69,-9999,31,59,36,44
17/01/08,11,16,52,61,31,22,104,-9999,-9999,68,44,20,48,-9999,28,86,50,48
17/01/08,12,46,105,51,-9999,36,281,-9999,-9999,49,62,10,113,-9999,14,111,55,51
17/01/08,13,10,55,50,-9999,79,278,-9999,-9999,40,120,56,68,-9999,30,110,45,50
17/01/08,14,29,48,55,-9999,51,137,-9999,-9999,58,133,92,53,-9999,24,79,59,65
17/01/08,15,46,51,68,60,46,110,-9999,-9999,58,81,84,58,-9999,35,81,46,49
17/01/08,16,57,70,74,64,54,122,-9999,-9999,82,58,71,56,-9999,73,66,48,50
17/01/08,17,29,52,59,47,54,110,-9999,-9999,88,59,52,51,-9999,38,72,57,47
17/01/08,18,72,46,88,72,40,85,-9999,-9999,55,67,75,45,-9999,24,63,61,50
17/01/08,19,69,39,78,72,20,46,-9999,-9999,88,86,31,50,-9999,34,65,51,76
17/01/08,20,21,25,49,40,61,45,-9999,-9999,88,66,19,31,-9999,14,51,18,52
17/01/08,21,42,18,45,39,12,34,-9999,-9999,45,56,28,23,-9999,24,60,25,44
17/01/08,22,16,18,33,31,27,54,-9999,-9999,30,60,48,25,-9999,34,77,24,35
17/01/08,23,25,13,37,40,22,40,-9999,-9999,43,39,27,11,-9999,26,65,14,33
17/01/08,24,23,10,49,30,18,22,-9999,-9999,42,11,21,5,-9999,21,54,14,36
18/01/08,1,61,11,57,21,13,26,-9999,-9999,88,28,13,9,-9999,11,73,5,22
18/01/08,2,33,13,57,23,2,-9999,-9999,-9999,83,28,23,13,-9999,6,26,8,19
18/01/08,3,19,4,73,20,-9999,48,-9999,-9999,43,25,16,8,-9999,4,21,-9999,22
18/01/08,4,23,22,65,29,5,24,-9999,-9999,26,12,-9999,19,-9999,10,18,14,33
18/01/08,5,24,21,62,30,13,15,-9999,-9999,35,15,12,18,-9999,12,25,14,38
18/01/08,6,40,32,88,43,15,20,-9999,-9999,61,17,14,22,-9999,18,47,22,40
18/01/08,7,93,70,169,67,16,27,-9999,-9999,73,21,28,41,-9999,25,66,47,76
18/01/08,8,89,82,181,96,33,54,-9999,-9999,114,35,68,54,-9999,40,91,60,89
18/01/08,9,91,122,133,93,44,74,-9999,-9999,140,44,61,87,-9999,46,123,72,72
18/01/08,10,76,73,65,65,41,70,-9999,-9999,141,20,43,108,-9999,47,91,65,59
18/01/08,11,71,45,56,53,44,38,-9999,-9999,131,9,44,73,-9999,48,48,43,51
18/01/08,12,-9999,40,-9999,18,14,109,-9999,-9999,109,30,24,43,-9999,28,17,26,22
18/01/08,13,-9999,36,-9999,11,12,36,-9999,-9999,-9999,29,20,16,-9999,7,22,23,-9999
18/01/08,14,25,24,-9999,22,27,45,-9999,-9999,34,27,8,28,-9999,25,17,25,20
18/01/08,15,34,43,-9999,63,34,74,-9999,-9999,52,32,30,36,-9999,36,42,28,46
18/01/08,16,30,27,-9999,50,36,63,-9999,-9999,50,49,34,32,-9999,24,67,42,49
18/01/08,17,27,25,63,47,34,55,-9999,-9999,7,49,43,26,-9999,23,59,34,45
18/01/08,18,22,30,71,45,40,64,-9999,-9999,57,113,34,26,-9999,25,72,43,50
18/01/08,19,29,28,65,40,16,49,-9999,-9999,42,47,26,30,-9999,25,82,30,54
18/01/08,20,12,25,65,43,34,-9999,-9999,-9999,45,22,21,38,-9999,27,67,21,49
18/01/08,21,24,28,47,48,26,26,-9999,-9999,58,46,26,34,-9999,42,33,21,50
18/01/08,22,29,24,55,43,27,47,-9999,-9999,86,71,46,34,-9999,36,37,28,56
18/01/08,23,30,31,83,36,17,61,-9999,-9999,99,83,38,22,-9999,32,46,36,54
18/01/08,24,35,36,83,37,14,40,-9999,-9999,95,80,39,17,-9999,21,38,36,47
19/01/08,1,31,31,49,40,10,47,-9999,-9999,85,56,41,18,-9999,18,57,20,40
19/01/08,2,31,22,60,39,11,49,-9999,-9999,86,44,21,15,-9999,15,48,21,53
19/01/08,3,29,31,61,33,4,48,-9999,-9999,87,34,29,14,-9999,10,69,35,46
19/01/08,4,29,33,101,41,22,35,-9999,-9999,76,28,27,21,-9999,14,62,34,53
19/01/08,5,56,32,73,48,28,20,-9999,-9999,81,29,29,19,-9999,22,64,35,60
19/01/08,6,72,37,70,37,12,32,-9999,-9999,71,26,35,17,-9999,20,39,33,50
19/01/08,7,61,73,141,46,5,35,-9999,-9999,89,13,37,29,-9999,29,46,33,55
19/01/08,8,75,74,172,63,37,53,-9999,-9999,141,48,48,42,-9999,49,65,42,49
19/01/08,9,80,100,168,76,45,62,-9999,-9999,145,57,55,56,-9999,61,80,38,49
19/01/08,10,84,114,132,89,55,85,-9999,-9999,144,88,40,66,-9999,52,119,59,66
19/01/08,11,50,100,109,68,29,108,-9999,-9999,106,61,52,64,-9999,30,103,70,82
19/01/08,12,16,59,59,28,16,67,-9999,-9999,-9999,45,40,35,-9999,19,32,43,91
19/01/08,13,27,42,39,27,22,32,-9999,-9999,20,-9999,44,37,-9999,31,22,35,44
19/01/08,14,18,-9999,-9999,19,12,31,-9999,-9999,-9999,25,20,-9999,-9999,-9999,27,22,33
19/01/08,15,22,35,-9999,39,16,-9999,-9999,-9999,-9999,-9999,30,35,-9999,-9999,27,-9999,51
19/01/08,16,35,60,-9999,51,22,26,-9999,-9999,218,26,19,47,-9999,20,48,17,37
19/01/08,17,177,73,-9999,117,47,97,-9999,-9999,196,42,31,67,-9999,56,228,45,56
19/01/08,18,123,70,-9999,88,58,114,-9999,-9999,165,146,101,44,-9999,52,130,116,154
19/01/08,19,88,72,-9999,83,47,69,-9999,-9999,81,145,59,55,-9999,66,75,65,93
19/01/08,20,70,53,-9999,67,66,62,-9999,-9999,51,86,73,40,-9999,51,56,70,95
19/01/08,21,69,48,-9999,49,51,46,-9999,-9999,33,64,45,37,-9999,42,44,54,69
19/01/08,22,66,42,-9999,38,31,35,-9999,-9999,35,62,31,33,-9999,35,40,38,49
19/01/08,23,54,44,-9999,37,38,29,-9999,-9999,51,53,34,38,-9999,33,46,35,38
19/01/08,24,45,40,-9999,52,44,27,-9999,-9999,75,51,29,25,-9999,29,47,31,50
20/01/08,1,40,50,-9999,45,29,36,-9999,-9999,45,43,33,32,-9999,26,36,31,66
20/01/08,2,31,62,-9999,45,24,27,-9999,-9999,52,38,34,32,-9999,27,51,40,63
20/01/08,3,61,73,-9999,47,26,32,-9999,-9999,44,38,30,-9999,-9999,30,53,24,49
20/01/08,4,-9999,-9999,-9999,-9999,-9999,35,-9999,-9999,49,46,27,-9999,-9999,29,-9999,32,55
20/01/08,5,-9999,-9999,-9999,-9999,-9999,35,-9999,-9999,59,43,35,-9999,-9999,34,-9999,35,69
20/01/08,6,-9999,-9999,-9999,91,-9999,43,-9999,-9999,68,39,-9999,-9999,-9999,36,-9999,48,85
20/01/08,7,69,119,-9999,102,40,80,-9999,-9999,60,40,-9999,-9999,-9999,46,-9999,79,144
20/01/08,8,80,111,-9999,96,57,100,-9999,-9999,60,115,-9999,-9999,-9999,57,-9999,116,155
20/01/08,9,104,101,97,115,66,129,-9999,-9999,81,107,120,-9999,-9999,95,76,122,157
20/01/08,10,114,135,118,126,94,126,-9999,-9999,81,90,111,105,-9999,116,91,111,143
20/01/08,11,107,122,115,99,89,100,-9999,-9999,97,91,95,136,-9999,115,104,94,131
20/01/08,12,97,103,90,91,69,105,-9999,-9999,120,73,93,101,-9999,71,84,93,125
20/01/08,13,86,62,50,73,55,128,-9999,-9999,70,40,79,72,-9999,48,59,94,120
20/01/08,14,53,37,42,64,61,79,-9999,-9999,25,30,90,42,-9999,58,46,67,96
20/01/08,15,73,43,47,52,28,34,-9999,-9999,45,15,65,53,-9999,36,76,16,70
20/01/08,16,40,51,54,46,27,-9999,-9999,-9999,68,28,33,-9999,-9999,31,98,32,42
20/01/08,17,33,45,42,57,27,-9999,-9999,-9999,111,24,23,-9999,-9999,25,93,33,54
20/01/08,18,26,54,40,36,25,-9999,-9999,-9999,142,42,37,-9999,-9999,18,74,27,47
20/01/08,19,29,24,48,43,22,-9999,-9999,-9999,145,26,55,-9999,-9999,24,81,25,57
20/01/08,20,56,88,55,36,24,-9999,-9999,-9999,81,41,34,35,-9999,30,66,26,56
20/01/08,21,69,104,53,38,28,-9999,-9999,-9999,80,61,41,116,-9999,36,64,30,49
20/01/08,22,102,93,74,45,36,-9999,-9999,-9999,93,61,38,94,-9999,59,89,42,59
20/01/08,23,106,92,111,49,26,-9999,-9999,-9999,80,26,47,88,-9999,58,81,42,85
20/01/08,24,77,84,95,49,15,-9999,-9999,-9999,94,31,48,77,-9999,33,77,59,75
21/01/08,1,81,91,94,59,14,-9999,-9999,-9999,82,44,45,58,-9999,23,68,51,74
21/01/08,2,92,49,83,80,13,-9999,-9999,-9999,87,48,37,37,-9999,18,78,29,83
21/01/08,3,74,33,78,70,9,-9999,-9999,-9999,67,30,36,34,-9999,14,63,29,91
21/01/08,4,62,22,72,69,19,-9999,-9999,-9999,62,24,26,18,-9999,21,69,32,94
21/01/08,5,59,25,84,69,16,-9999,-9999,-9999,62,22,28,19,-9999,22,60,25,102
21/01/08,6,69,28,84,82,11,-9999,-9999,-9999,75,28,32,28,-9999,23,60,44,104
21/01/08,7,106,60,92,84,20,-9999,-9999,-9999,77,39,32,49,-9999,32,92,44,81
21/01/08,8,112,86,180,118,67,-9999,-9999,-9999,148,55,54,84,-9999,44,122,62,133
21/01/08,9,130,109,224,115,70,-9999,-9999,-9999,126,100,75,73,-9999,59,121,67,113
21/01/08,10,126,101,-9999,117,67,-9999,-9999,-9999,120,70,76,97,-9999,97,119,89,122
21/01/08,11,118,78,-9999,112,61,-9999,-9999,-9999,115,83,-9999,100,-9999,72,110,114,136
21/01/08,12,105,83,-9999,75,49,-9999,-9999,-9999,70,65,-9999,54,-9999,66,70,98,123
21/01/08,13,-9999,58,-9999,23,31,-9999,-9999,-9999,20,57,-9999,66,-9999,46,17,51,83
21/01/08,14,-9999,26,39,3,36,-9999,-9999,-9999,-9999,72,50,66,-9999,27,-9999,26,36
21/01/08,15,-9999,45,60,46,46,-9999,-9999,-9999,38,40,44,55,-9999,34,-9999,43,17
21/01/08,16,66,56,67,53,58,-9999,-9999,-9999,55,40,50,51,-9999,45,-9999,130,33
21/01/08,17,82,55,76,70,55,-9999,-9999,-9999,44,-9999,55,75,-9999,55,-9999,75,66
21/01/08,18,83,57,82,69,90,-9999,-9999,-9999,66,-9999,63,87,-9999,67,-9999,80,78
21/01/08,19,66,86,91,82,86,-9999,-9999,-9999,176,94,86,77,-9999,74,63,135,117
21/01/08,20,137,93,99,115,83,-9999,-9999,-9999,149,110,67,78,-9999,71,86,56,126
21/01/08,21,110,96,80,125,63,-9999,-9999,-9999,50,117,82,-9999,-9999,63,60,93,127
21/01/08,22,72,78,88,84,60,-9999,-9999,-9999,65,98,113,-9999,-9999,70,60,81,132
21/01/08,23,66,60,78,75,60,-9999,-9999,-9999,78,78,88,50,-9999,52,58,79,89
21/01/08,24,67,-9999,76,65,47,-9999,-9999,-9999,31,94,73,42,-9999,37,51,58,82
22/01/08,1,55,-9999,95,59,35,-9999,-9999,-9999,9,59,52,20,-9999,28,36,40,76
22/01/08,2,53,30,69,34,21,-9999,-9999,-9999,44,76,37,15,-9999,7,20,21,61
22/01/08,3,45,33,74,33,17,-9999,-9999,-9999,90,62,40,18,-9999,15,29,25,50
22/01/08,4,49,24,76,54,12,-9999,-9999,-9999,78,31,37,17,-9999,14,44,46,61
22/01/08,5,49,25,67,55,15,-9999,-9999,-9999,66,55,41,17,-9999,16,38,58,78
22/01/08,6,50,24,76,72,13,-9999,-9999,-9999,87,42,39,21,-9999,19,70,63,62
22/01/08,7,73,45,99,93,19,-9999,-9999,-9999,88,64,52,37,-9999,30,62,53,92
22/01/08,8,108,70,197,127,46,-9999,-9999,-9999,136,87,81,68,-9999,35,61,54,135
22/01/08,9,91,99,210,100,63,-9999,-9999,-9999,186,90,98,94,-9999,79,91,93,138
22/01/08,10,89,-9999,178,97,63,-9999,-9999,-9999,144,101,79,69,-9999,93,97,92,121
22/01/08,11,117,91,185,106,-9999,-9999,-9999,-9999,138,69,91,-9999,-9999,105,109,135,128
22/01/08,12,74,-9999,93,68,44,-9999,-9999,-9999,61,-9999,57,-9999,-9999,43,79,85,-9999
22/01/08,13,28,-9999,52,34,33,-9999,-9999,-9999,26,-9999,40,-9999,-9999,28,51,49,-9999
22/01/08,14,-9999,-9999,71,18,32,-9999,-9999,-9999,40,-9999,40,39,-9999,42,54,24,-9999
22/01/08,15,-9999,-9999,58,44,40,48,-9999,-9999,29,55,33,45,-9999,48,53,22,37
22/01/08,16,-9999,-9999,46,58,33,30,-9999,-9999,11,53,24,54,-9999,51,38,31,56
22/01/08,17,-9999,-9999,38,61,40,48,-9999,-9999,34,45,31,81,-9999,46,20,50,69
22/01/08,18,64,-9999,67,63,40,86,-9999,-9999,111,60,45,135,-9999,36,42,94,91
22/01/08,19,103,93,139,84,84,98,-9999,-9999,207,183,74,76,-9999,65,96,147,121
22/01/08,20,121,118,151,115,74,148,-9999,-9999,116,179,89,85,-9999,75,117,96,151
22/01/08,21,75,90,98,78,70,83,-9999,-9999,97,137,92,75,-9999,68,79,79,138
22/01/08,22,58,64,74,79,61,63,-9999,-9999,83,78,78,56,-9999,59,57,67,100
22/01/08,23,67,59,54,76,50,55,-9999,-9999,66,70,60,41,-9999,39,50,61,95
22/01/08,24,79,42,53,79,22,40,-9999,-9999,60,51,41,24,-9999,31,43,38,71
23/01/08,1,53,38,63,43,10,27,-9999,-9999,35,48,26,20,-9999,21,34,21,40
23/01/08,2,41,45,56,53,7,25,-9999,-9999,4,33,23,18,-9999,11,49,26,61
23/01/08,3,61,58,63,51,10,38,-9999,-9999,125,48,18,12,-9999,10,47,26,62
23/01/08,4,63,38,74,53,10,39,-9999,-9999,73,59,22,13,-9999,12,55,25,47
23/01/08,5,69,21,75,58,14,35,-9999,-9999,66,20,25,16,-9999,14,58,23,40
23/01/08,6,72,32,102,65,17,43,-9999,-9999,50,73,40,24,-9999,24,77,42,54
23/01/08,7,92,53,124,94,23,81,-9999,-9999,114,65,66,50,-9999,30,89,57,54
23/01/08,8,133,69,179,138,40,122,-9999,-9999,135,79,-9999,72,-9999,50,75,64,116
23/01/08,9,129,97,197,110,54,131,-9999,-9999,174,137,-9999,100,-9999,55,96,63,150
23/01/08,10,141,73,165,106,55,91,-9999,-9999,97,84,-9999,109,-9999,64,99,58,125
23/01/08,11,104,70,154,104,60,103,-9999,-9999,106,45,-9999,108,-9999,53,84,68,125
23/01/08,12,96,110,-9999,96,-9999,98,-9999,-9999,144,49,-9999,109,-9999,50,87,77,119
23/01/08,13,86,70,-9999,72,-9999,89,-9999,-9999,124,46,74,88,-9999,54,53,68,103
23/01/08,14,83,45,52,57,-9999,106,-9999,-9999,58,56,66,75,-9999,71,38,74,85
23/01/08,15,69,53,68,65,-9999,72,-9999,-9999,27,55,63,82,-9999,55,45,68,82
23/01/08,16,72,65,70,63,-9999,70,-9999,-9999,73,63,46,96,-9999,53,45,51,90
23/01/08,17,68,93,73,65,-9999,80,-9999,-9999,87,52,50,83,-9999,50,56,49,92
23/01/08,18,81,-9999,118,84,-9999,100,-9999,-9999,132,91,71,-9999,-9999,53,96,78,96
23/01/08,19,402,-9999,712,221,-9999,98,-9999,-9999,371,-9999,-9999,-9999,-9999,-9999,-9999,-9999,94
23/01/08,20,92,34,242,421,-9999,208,-9999,-9999,307,-9999,-9999,13,-9999,-9999,-9999,-9999,357
23/01/08,21,70,37,93,143,33,55,-9999,-9999,83,-9999,37,41,-9999,26,41,-9999,133
23/01/08,22,76,53,64,76,50,56,-9999,-9999,60,-9999,56,39,-9999,52,24,-9999,86
23/01/08,23,63,42,65,61,43,49,-9999,-9999,75,95,68,39,-9999,42,43,-9999,63
23/01/08,24,75,39,73,72,31,71,-9999,-9999,88,83,50,43,-9999,39,55,-9999,81
24/01/08,1,48,46,98,54,22,64,-9999,-9999,66,65,43,35,-9999,15,68,-9999,79
24/01/08,2,63,39,77,57,19,63,-9999,-9999,68,67,49,34,-9999,17,41,-9999,82
24/01/08,3,78,45,64,60,24,63,-9999,-9999,51,79,44,31,-9999,18,46,-9999,83
24/01/08,4,80,35,71,71,22,69,-9999,-9999,54,49,46,32,-9999,36,52,-9999,89
24/01/08,5,53,26,100,73,23,73,-9999,-9999,45,59,45,21,-9999,21,46,-9999,92
24/01/08,6,53,41,111,75,22,73,-9999,-9999,46,46,46,25,-9999,24,63,-9999,83
24/01/08,7,99,55,134,107,30,67,-9999,-9999,73,48,64,48,-9999,44,64,-9999,119
24/01/08,8,136,92,174,138,65,124,-9999,-9999,138,99,85,88,-9999,57,75,-9999,162
24/01/08,9,114,103,222,142,70,160,-9999,-9999,178,110,92,103,-9999,70,90,-9999,99
24/01/08,10,139,113,208,126,65,144,-9999,-9999,141,97,90,129,-9999,79,107,-9999,123
